165 165
0 0 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
69 36 1; -413186.3 2370.561 -7199839; -413227.6 2370.522 -7199863; -413199.6 2370.498 -7199905; -413159.2 2370.524 -7199882
69 37 1; -413159.2 2370.524 -7199882; -413199.6 2370.498 -7199905; -413173.1 2370.139 -7199949; -413132.8 2370.165 -7199926
69 38 1; -413132.8 2370.165 -7199926; -413173.1 2370.139 -7199949; -413145.8 2369.084 -7199992; -413106.3 2369.805 -7199969
69 39 1; -413106.3 2369.805 -7199969; -413145.8 2369.084 -7199992; -413119.4 2368.544 -7200035; -413080 2369.266 -7200013
69 40 1; -413080 2369.266 -7200013; -413119.4 2368.544 -7200035; -413092.3 2367.465 -7200078; -413053.6 2368.726 -7200056
69 41 1; -413053.6 2368.726 -7200056; -413092.3 2367.465 -7200078; -413065.8 2366.87 -7200121; -413027.1 2368.132 -7200100
69 42 1; -413027.1 2368.132 -7200100; -413065.8 2366.87 -7200121; -413038.5 2366.214 -7200164; -413000.7 2367.538 -7200143
69 43 1; -413000.7 2367.538 -7200143; -413038.5 2366.214 -7200164; -413011.7 2365.432 -7200207; -412973.9 2366.756 -7200186
69 44 1; -412973.9 2366.756 -7200186; -413011.7 2365.432 -7200207; -412983.9 2364.962 -7200250; -412947.1 2365.974 -7200229
69 45 1; -412947.1 2365.974 -7200229; -412983.9 2364.962 -7200250; -412956.7 2363.607 -7200293; -412919.8 2364.619 -7200272
69 46 1; -412919.8 2364.619 -7200272; -412956.7 2363.607 -7200293; -412928 2362.635 -7200335; -412892.6 2363.264 -7200314
69 47 1; -412892.6 2363.264 -7200314; -412928 2362.635 -7200335; -412899.6 2360.271 -7200376; -412864.1 2360.899 -7200356
69 48 1; -412864.1 2360.899 -7200356; -412899.6 2360.271 -7200376; -412869.1 2357.354 -7200417; -412835.7 2358.535 -7200398
69 49 1; -412835.7 2358.535 -7200398; -412869.1 2357.354 -7200417; -412838.3 2354.36 -7200457; -412804.9 2355.541 -7200438
69 50 1; -412804.9 2355.541 -7200438; -412838.3 2354.36 -7200457; -412805.2 2351.382 -7200496; -412774.1 2352.547 -7200478
69 51 1; -412774.1 2352.547 -7200478; -412805.2 2351.382 -7200496; -412768.5 2347.986 -7200533; -412737.3 2349.151 -7200515
69 52 1; -412737.3 2349.151 -7200515; -412768.5 2347.986 -7200533; -412732.7 2345.027 -7200570; -412700.6 2345.756 -7200552
69 53 1; -412700.6 2345.756 -7200552; -412732.7 2345.027 -7200570; -412684.1 2341.266 -7200600; -412651.9 2341.994 -7200581
69 54 1; -412651.9 2341.994 -7200581; -412684.1 2341.266 -7200600; -412603.3 2338.233 -7200611; -412603.3 2338.233 -7200611
69 55 1; -412603.3 2338.233 -7200611; -412603.3 2338.233 -7200611; -412603.3 2338.233 -7200611; -412590 2314.284 -7200598
69 56 1; -412590 2314.284 -7200598; -412603.3 2338.233 -7200611; -412547.8 2329.666 -7200692; -412534.4 2305.511 -7200679
69 57 1; -412534.4 2305.511 -7200679; -412547.8 2329.666 -7200692; -412547.8 2329.666 -7200692; -412534.4 2305.511 -7200679
69 58 1; -412534.4 2305.511 -7200679; -412547.8 2329.666 -7200692; -412490.5 2321.016 -7200773; -412478.3 2299.013 -7200761
69 59 1; -412478.3 2299.013 -7200761; -412490.5 2321.016 -7200773; -412490.5 2321.016 -7200773; -412478.3 2299.013 -7200761
69 60 1; -412478.3 2299.013 -7200761; -412490.5 2321.016 -7200773; -412433.1 2313.051 -7200854; -412421.6 2292.279 -7200843
69 61 1; -412421.6 2292.279 -7200843; -412433.1 2313.051 -7200854; -412433.1 2313.051 -7200854; -412421.6 2292.279 -7200843
69 62 1; -412421.6 2292.279 -7200843; -412433.1 2313.051 -7200854; -412376 2306.094 -7200935; -412364.6 2285.26 -7200923
69 63 1; -412364.6 2285.26 -7200923; -412376 2306.094 -7200935; -412376 2306.094 -7200935; -412364.6 2285.26 -7200923
69 64 1; -412364.6 2285.26 -7200923; -412376 2306.094 -7200935; -412317.6 2300.382 -7201015; -412305.3 2277.909 -7201003
69 65 1; -412305.3 2277.909 -7201003; -412317.6 2300.382 -7201015; -412317.6 2300.382 -7201015; -412305.3 2277.909 -7201003
69 66 1; -412305.3 2277.909 -7201003; -412317.6 2300.382 -7201015; -412258.7 2295.584 -7201094; -412245 2270.25 -7201081
69 67 1; -412245 2270.25 -7201081; -412258.7 2295.584 -7201094; -412258.7 2295.584 -7201094; -412245 2270.25 -7201081
69 68 1; -412245 2270.25 -7201081; -412258.7 2295.584 -7201094; -412199.4 2291.252 -7201173; -412183.9 2262.433 -7201158
69 69 1; -412183.9 2262.433 -7201158; -412199.4 2291.252 -7201173; -412199.4 2291.252 -7201173; -412183.9 2262.433 -7201158
69 70 1; -412183.9 2262.433 -7201158; -412199.4 2291.252 -7201173; -412138.7 2287.168 -7201252; -412121.2 2254.64 -7201235
69 71 1; -412121.2 2254.64 -7201235; -412138.7 2287.168 -7201252; -412138.7 2287.168 -7201252; -412121.2 2254.64 -7201235
69 72 1; -412121.2 2254.64 -7201235; -412138.7 2287.168 -7201252; -412078.1 2283.232 -7201330; -412060.5 2250.557 -7201313
69 73 1; -412060.5 2250.557 -7201313; -412078.1 2283.232 -7201330; -412078.1 2283.232 -7201330; -412078.1 2283.232 -7201330
69 74 1; -412078.1 2283.232 -7201330; -412078.1 2283.232 -7201330; -412099.1 2277.868 -7201463; -412062.4 2279.285 -7201442
69 75 1; -412062.4 2279.285 -7201442; -412099.1 2277.868 -7201463; -412079.9 2276.021 -7201511; -412043.2 2277.439 -7201489
69 76 1; -412043.2 2277.439 -7201489; -412079.9 2276.021 -7201511; -412060.3 2274.08 -7201558; -412024 2275.592 -7201536
69 77 1; -412024 2275.592 -7201536; -412060.3 2274.08 -7201558; -412035.6 2272.15 -7201601; -411999.3 2273.662 -7201579
69 78 1; -411999.3 2273.662 -7201579; -412035.6 2272.15 -7201601; -412013.9 2270.935 -7201647; -411974.6 2271.732 -7201623
69 79 1; -411974.6 2271.732 -7201623; -412013.9 2270.935 -7201647; -411987.5 2268.823 -7201689; -411948.2 2269.619 -7201664
69 80 1; -411948.2 2269.619 -7201664; -411987.5 2268.823 -7201689; -411963.3 2264.89 -7201732; -411921.8 2267.507 -7201706
69 81 1; -411921.8 2267.507 -7201706; -411963.3 2264.89 -7201732; -411937 2263.121 -7201774; -411895.5 2265.738 -7201749
69 82 1; -411895.5 2265.738 -7201749; -411937 2263.121 -7201774; -411912.4 2261.767 -7201818; -411869.2 2263.969 -7201791
69 83 1; -411869.2 2263.969 -7201791; -411912.4 2261.767 -7201818; -411886.8 2260.76 -7201861; -411843.6 2262.963 -7201833
69 84 1; -411843.6 2262.963 -7201833; -411886.8 2260.76 -7201861; -411862 2260.014 -7201904; -411818 2261.957 -7201876
69 85 1; -411818 2261.957 -7201876; -411862 2260.014 -7201904; -411837.1 2259.655 -7201947; -411793.1 2261.597 -7201919
69 86 1; -411793.1 2261.597 -7201919; -411837.1 2259.655 -7201947; -411812.6 2259.653 -7201991; -411768.2 2261.237 -7201963
69 87 1; -411768.2 2261.237 -7201963; -411812.6 2259.653 -7201991; -411788.3 2259.728 -7202035; -411743.8 2261.313 -7202007
69 88 1; -411743.8 2261.313 -7202007; -411788.3 2259.728 -7202035; -411764 2259.964 -7202079; -411719.4 2261.388 -7202050
69 89 1; -411719.4 2261.388 -7202050; -411764 2259.964 -7202079; -411739.9 2260.376 -7202123; -411695.3 2261.8 -7202095
69 90 1; -411695.3 2261.8 -7202095; -411739.9 2260.376 -7202123; -411715.9 2260.795 -7202167; -411671.2 2262.212 -7202139
69 91 1; -411671.2 2262.212 -7202139; -411715.9 2260.795 -7202167; -411691.8 2261.352 -7202212; -411647.2 2262.769 -7202183
69 92 1; -411647.2 2262.769 -7202183; -411691.8 2261.352 -7202212; -411667.8 2262.158 -7202256; -411623.1 2263.325 -7202227
69 93 1; -411623.1 2263.325 -7202227; -411667.8 2262.158 -7202256; -411643.7 2262.843 -7202300; -411599 2264.01 -7202272
69 94 1; -411599 2264.01 -7202272; -411643.7 2262.843 -7202300; -411619.7 2263.771 -7202345; -411574.8 2264.694 -7202316
69 95 1; -411574.8 2264.694 -7202316; -411619.7 2263.771 -7202345; -411595.5 2264.484 -7202389; -411550.7 2265.408 -7202361
69 96 1; -411550.7 2265.408 -7202361; -411595.5 2264.484 -7202389; -411571.3 2265.11 -7202433; -411526.5 2266.121 -7202405
69 97 1; -411526.5 2266.121 -7202405; -411571.3 2265.11 -7202433; -411547.2 2266.173 -7202478; -411502.5 2267.184 -7202449
69 98 1; -411502.5 2267.184 -7202449; -411547.2 2266.173 -7202478; -411522.7 2266.87 -7202522; -411478.5 2268.247 -7202494
69 99 1; -411478.5 2268.247 -7202494; -411522.7 2266.87 -7202522; -411499.2 2268.739 -7202566; -411454.9 2270.115 -7202538
69 100 1; -411454.9 2270.115 -7202538; -411499.2 2268.739 -7202566; -411474.2 2270.146 -7202610; -411431.3 2271.983 -7202583
69 101 1; -411431.3 2271.983 -7202583; -411474.2 2270.146 -7202610; -411450.7 2272.661 -7202655; -411407.9 2274.498 -7202628
69 102 1; -411407.9 2274.498 -7202628; -411450.7 2272.661 -7202655; -411424.9 2276.241 -7202699; -411384.4 2277.014 -7202673
69 103 1; -411384.4 2277.014 -7202673; -411424.9 2276.241 -7202699; -411399.8 2278.78 -7202743; -411359.4 2279.552 -7202717
69 104 1; -411359.4 2279.552 -7202717; -411399.8 2278.78 -7202743; -411371.5 2281.033 -7202786; -411334.3 2282.09 -7202761
69 105 1; -411334.3 2282.09 -7202761; -411371.5 2281.033 -7202786; -411340.4 2283.13 -7202827; -411303.3 2284.187 -7202803
69 106 1; -411303.3 2284.187 -7202803; -411340.4 2283.13 -7202827; -411309.7 2285.028 -7202869; -411272.1 2286.283 -7202844
69 107 1; -411272.1 2286.283 -7202844; -411309.7 2285.028 -7202869; -411265.8 2287.206 -7202905; -411228.3 2288.462 -7202880
69 108 1; -411228.3 2288.462 -7202880; -411265.8 2287.206 -7202905; -411184.5 2290.64 -7202916; -411184.5 2290.64 -7202916
69 109 1; -411184.5 2290.64 -7202916; -411184.5 2290.64 -7202916; -411184.5 2290.64 -7202916; -411168.5 2265.464 -7202903
69 110 1; -411168.5 2265.464 -7202903; -411184.5 2290.64 -7202916; -411153.3 2295.795 -7203014; -411136.2 2269.397 -7203000
69 111 1; -411136.2 2269.397 -7203000; -411153.3 2295.795 -7203014; -411153.3 2295.795 -7203014; -411136.2 2269.397 -7203000
69 112 1; -411136.2 2269.397 -7203000; -411153.3 2295.795 -7203014; -411127.4 2302.017 -7203112; -411111.7 2278.066 -7203099
69 113 1; -411111.7 2278.066 -7203099; -411127.4 2302.017 -7203112; -411127.4 2302.017 -7203112; -411111.7 2278.066 -7203099
69 114 1; -411111.7 2278.066 -7203099; -411127.4 2302.017 -7203112; -411105.2 2308.968 -7203211; -411090.3 2286.618 -7203199
69 115 1; -411090.3 2286.618 -7203199; -411105.2 2308.968 -7203211; -411105.2 2308.968 -7203211; -411090.3 2286.618 -7203199
69 116 1; -411090.3 2286.618 -7203199; -411105.2 2308.968 -7203211; -411085.9 2316.276 -7203309; -411071.4 2294.857 -7203298
69 117 1; -411071.4 2294.857 -7203298; -411085.9 2316.276 -7203309; -411085.9 2316.276 -7203309; -411071.4 2294.857 -7203298
69 118 1; -411071.4 2294.857 -7203298; -411085.9 2316.276 -7203309; -411069.3 2322.303 -7203407; -411055.8 2302.47 -7203396
69 119 1; -411055.8 2302.47 -7203396; -411069.3 2322.303 -7203407; -411055.8 2302.47 -7203396; -411055.8 2302.47 -7203396
69 120 1; -411055.8 2302.47 -7203396; -411055.8 2302.47 -7203396; -411015.4 2308.828 -7203506; -410997.5 2309.031 -7203486
69 121 1; -410997.5 2309.031 -7203486; -411015.4 2308.828 -7203506; -410996.4 2311.646 -7203553; -410978.5 2311.849 -7203532
69 122 1; -410978.5 2311.849 -7203532; -410996.4 2311.646 -7203553; -410988.7 2314.797 -7203602; -410959.5 2314.668 -7203579
69 123 1; -410959.5 2314.668 -7203579; -410988.7 2314.797 -7203602; -410973.9 2317.378 -7203649; -410944.8 2317.25 -7203626
69 124 1; -410944.8 2317.25 -7203626; -410973.9 2317.378 -7203649; -410965.9 2320.299 -7203698; -410930 2319.832 -7203674
69 125 1; -410930 2319.832 -7203674; -410965.9 2320.299 -7203698; -410950.1 2322.711 -7203745; -410914.2 2322.244 -7203721
69 126 1; -410914.2 2322.244 -7203721; -410950.1 2322.711 -7203745; -410941.1 2325.295 -7203794; -410898.3 2324.656 -7203768
69 127 1; -410898.3 2324.656 -7203768; -410941.1 2325.295 -7203794; -410920.2 2327.528 -7203839; -410877.3 2326.889 -7203813
69 128 1; -410877.3 2326.889 -7203813; -410920.2 2327.528 -7203839; -410887.3 2329.638 -7203882; -410856.3 2329.122 -7203859
69 129 1; -410856.3 2329.122 -7203859; -410887.3 2329.638 -7203882; -410864.1 2331.601 -7203927; -410833.2 2331.085 -7203904
69 130 1; -410833.2 2331.085 -7203904; -410864.1 2331.601 -7203927; -410841.4 2333.347 -7203972; -410809.9 2333.047 -7203949
69 131 1; -410809.9 2333.047 -7203949; -410841.4 2333.347 -7203972; -410825.7 2334.904 -7204018; -410794.3 2334.604 -7203995
69 132 1; -410794.3 2334.604 -7203995; -410825.7 2334.904 -7204018; -410807.4 2336.318 -7204064; -410778.6 2336.161 -7204041
69 133 1; -410778.6 2336.161 -7204041; -410807.4 2336.318 -7204064; -410787 2337.54 -7204110; -410758.2 2337.383 -7204087
69 134 1; -410758.2 2337.383 -7204087; -410787 2337.54 -7204110; -410769.3 2338.623 -7204156; -410737.8 2338.604 -7204132
69 135 1; -410737.8 2338.604 -7204132; -410769.3 2338.623 -7204156; -410748.8 2339.837 -7204201; -410717.2 2339.818 -7204177
69 136 1; -410717.2 2339.818 -7204177; -410748.8 2339.837 -7204201; -410730.4 2340.692 -7204246; -410696.6 2341.033 -7204222
69 137 1; -410696.6 2341.033 -7204222; -410730.4 2340.692 -7204246; -410708.4 2341.622 -7204291; -410674.6 2341.963 -7204266
69 138 1; -410674.6 2341.963 -7204266; -410708.4 2341.622 -7204291; -410688 2342.244 -7204336; -410652.7 2342.893 -7204310
69 139 1; -410652.7 2342.893 -7204310; -410688 2342.244 -7204336; -410664.1 2343.031 -7204379; -410628.7 2343.68 -7204353
69 140 1; -410628.7 2343.68 -7204353; -410664.1 2343.031 -7204379; -410640.3 2343.423 -7204422; -410604.7 2344.467 -7204396
69 141 1; -410604.7 2344.467 -7204396; -410640.3 2343.423 -7204422; -410614.3 2343.527 -7204464; -410578.7 2344.571 -7204438
69 142 1; -410578.7 2344.571 -7204438; -410614.3 2343.527 -7204464; -410584.7 2343.999 -7204504; -410552.7 2344.674 -7204480
69 143 1; -410552.7 2344.674 -7204480; -410584.7 2343.999 -7204504; -410556.3 2344.546 -7204544; -410524.3 2345.221 -7204520
69 144 1; -410524.3 2345.221 -7204520; -410556.3 2344.546 -7204544; -410524.7 2345.099 -7204583; -410495.8 2345.768 -7204561
69 145 1; -410495.8 2345.768 -7204561; -410524.7 2345.099 -7204583; -410495.4 2345.524 -7204623; -410466.6 2346.194 -7204601
69 146 1; -410466.6 2346.194 -7204601; -410495.4 2345.524 -7204623; -410466 2346.188 -7204662; -410437.3 2346.619 -7204641
69 147 1; -410437.3 2346.619 -7204641; -410466 2346.188 -7204662; -410437.3 2346.578 -7204702; -410408.7 2347.009 -7204681
69 148 1; -410408.7 2347.009 -7204681; -410437.3 2346.578 -7204702; -410409.8 2346.879 -7204743; -410380.1 2347.399 -7204721
69 149 1; -410380.1 2347.399 -7204721; -410409.8 2346.879 -7204743; -410382 2347.356 -7204783; -410352.3 2347.877 -7204762
69 150 1; -410352.3 2347.877 -7204762; -410382 2347.356 -7204783; -410355.6 2347.677 -7204824; -410324.5 2348.355 -7204802
69 151 1; -410324.5 2348.355 -7204802; -410355.6 2347.677 -7204824; -410328.3 2348.317 -7204865; -410297.2 2348.994 -7204843
69 152 1; -410297.2 2348.994 -7204843; -410328.3 2348.317 -7204865; -410302.3 2348.613 -7204906; -410269.9 2349.634 -7204884
69 153 1; -410269.9 2349.634 -7204884; -410302.3 2348.613 -7204906; -410275.1 2349.365 -7204947; -410242.7 2350.385 -7204925
69 154 1; -410242.7 2350.385 -7204925; -410275.1 2349.365 -7204947; -410249 2349.543 -7204988; -410215.4 2351.137 -7204965
69 155 1; -410215.4 2351.137 -7204965; -410249 2349.543 -7204988; -410221.4 2350.378 -7205029; -410187.9 2351.973 -7205006
69 156 1; -410187.9 2351.973 -7205006; -410221.4 2350.378 -7205029; -410195 2350.684 -7205070; -410160.3 2352.808 -7205047
69 157 1; -410160.3 2352.808 -7205047; -410195 2350.684 -7205070; -410166.8 2351.552 -7205111; -410132.2 2353.676 -7205088
69 158 1; -410132.2 2353.676 -7205088; -410166.8 2351.552 -7205111; -410104.1 2354.544 -7205129; -410104.1 2354.544 -7205129
69 159 0; -410104.1 2354.544 -7205129; -410104.1 2354.544 -7205129; 0 0 0; 0 0 0
69 160 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
69 161 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
69 162 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
69 163 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
69 164 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
70 0 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
70 1 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
70 2 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
70 3 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
70 4 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
70 5 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
70 6 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
70 7 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
70 8 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
70 9 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
70 10 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
70 11 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
70 12 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
70 13 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
70 14 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
70 15 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
70 16 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
70 17 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
70 18 0; 0 0 0; 0 0 0; 0 0 0; 0 0 0
70 19 0; 0 0 0; 0 0 0; -413792 2383.676 -7199189; -413718.8 2385.98 -7199147
70 20 1; -413718.8 2385.98 -7199147; -413792 2383.676 -7199189; -413733.4 2379.762 -7199272; -413697 2380.866 -7199251
70 21 1; -413697 2380.866 -7199251; -413733.4 2379.762 -7199272; -413703.3 2378.605 -7199314; -413667.3 2378.987 -7199293
70 22 1; -413667.3 2378.987 -7199293; -413703.3 2378.605 -7199314; -413673.1 2377.448 -7199355; -413637.2 2377.83 -7199334
70 23 1; -413637.2 2377.83 -7199334; -413673.1 2377.448 -7199355; -413642 2376.135 -7199396; -413606.9 2376.313 -7199375
70 24 1; -413606.9 2376.313 -7199375; -413642 2376.135 -7199396; -413610.9 2374.823 -7199437; -413575.8 2375 -7199416
70 25 1; -413575.8 2375 -7199416; -413610.9 2374.823 -7199437; -413578.7 2373.697 -7199477; -413544.4 2373.9 -7199457
70 26 1; -413544.4 2373.9 -7199457; -413578.7 2373.697 -7199477; -413546.5 2372.571 -7199517; -413512.3 2372.774 -7199497
70 27 1; -413512.3 2372.774 -7199497; -413546.5 2372.571 -7199517; -413513.4 2371.9 -7199557; -413478.8 2372.091 -7199536
70 28 1; -413478.8 2372.091 -7199536; -413513.4 2371.9 -7199557; -413480.3 2371.229 -7199596; -413445.7 2371.42 -7199576
70 29 1; -413445.7 2371.42 -7199576; -413480.3 2371.229 -7199596; -413447.8 2371.08 -7199636; -413410.1 2371.066 -7199615
70 30 1; -413410.1 2371.066 -7199615; -413447.8 2371.08 -7199636; -413415.2 2370.931 -7199677; -413377.5 2370.917 -7199655
70 31 1; -413377.5 2370.917 -7199655; -413415.2 2370.931 -7199677; -413384.8 2370.835 -7199718; -413343.5 2370.77 -7199694
70 32 1; -413343.5 2370.77 -7199694; -413384.8 2370.835 -7199718; -413354.5 2370.739 -7199759; -413313.2 2370.674 -7199735
70 33 1; -413313.2 2370.674 -7199735; -413354.5 2370.739 -7199759; -413325.2 2370.629 -7199801; -413283.9 2370.668 -7199777
70 34 1; -413283.9 2370.668 -7199777; -413325.2 2370.629 -7199801; -413295.9 2370.52 -7199843; -413254.6 2370.558 -7199819
70 35 1; -413254.6 2370.558 -7199819; -413295.9 2370.52 -7199843; -413267.9 2370.496 -7199886; -413227.6 2370.522 -7199863
70 36 1; -413227.6 2370.522 -7199863; -413267.9 2370.496 -7199886; -413239.9 2370.472 -7199928; -413199.6 2370.498 -7199905
70 37 1; -413199.6 2370.498 -7199905; -413239.9 2370.472 -7199928; -413212.6 2369.417 -7199971; -413173.1 2370.139 -7199949
70 38 1; -413173.1 2370.139 -7199949; -413212.6 2369.417 -7199971; -413185.2 2368.363 -7200014; -413145.8 2369.084 -7199992
70 39 1; -413145.8 2369.084 -7199992; -413185.2 2368.363 -7200014; -413158.1 2367.283 -7200057; -413119.4 2368.544 -7200035
70 40 1; -413119.4 2368.544 -7200035; -413158.1 2367.283 -7200057; -413130.9 2366.203 -7200100; -413092.3 2367.465 -7200078
70 41 1; -413092.3 2367.465 -7200078; -413130.9 2366.203 -7200100; -413103.6 2365.547 -7200143; -413065.8 2366.87 -7200121
70 42 1; -413065.8 2366.87 -7200121; -413103.6 2365.547 -7200143; -413076.3 2364.891 -7200186; -413038.5 2366.214 -7200164
70 43 1; -413038.5 2366.214 -7200164; -413076.3 2364.891 -7200186; -413048.5 2364.421 -7200228; -413011.7 2365.432 -7200207
70 44 1; -413011.7 2365.432 -7200207; -413048.5 2364.421 -7200228; -413020.8 2363.951 -7200271; -412983.9 2364.962 -7200250
70 45 1; -412983.9 2364.962 -7200250; -413020.8 2363.951 -7200271; -412992.1 2362.979 -7200313; -412956.7 2363.607 -7200293
70 46 1; -412956.7 2363.607 -7200293; -412992.1 2362.979 -7200313; -412963.4 2362.006 -7200355; -412928 2362.635 -7200335
70 47 1; -412928 2362.635 -7200335; -412963.4 2362.006 -7200355; -412933 2359.09 -7200395; -412899.6 2360.271 -7200376
70 48 1; -412899.6 2360.271 -7200376; -412933 2359.09 -7200395; -412902.5 2356.173 -7200436; -412869.1 2357.354 -7200417
70 49 1; -412869.1 2357.354 -7200417; -412902.5 2356.173 -7200436; -412869.4 2353.194 -7200475; -412838.3 2354.36 -7200457
70 50 1; -412838.3 2354.36 -7200457; -412869.4 2353.194 -7200475; -412836.3 2350.216 -7200514; -412805.2 2351.382 -7200496
70 51 1; -412805.2 2351.382 -7200496; -412836.3 2350.216 -7200514; -412800.6 2347.257 -7200551; -412768.5 2347.986 -7200533
70 52 1; -412768.5 2347.986 -7200533; -412800.6 2347.257 -7200551; -412764.8 2344.299 -7200588; -412732.7 2345.027 -7200570
70 53 1; -412732.7 2345.027 -7200570; -412764.8 2344.299 -7200588; -412730 2340.796 -7200626; -412684.1 2341.266 -7200600
70 54 1; -412684.1 2341.266 -7200600; -412730 2340.796 -7200626; -412695.2 2337.294 -7200663; -412603.3 2338.233 -7200611
70 55 1; -412603.3 2338.233 -7200611; -412695.2 2337.294 -7200663; -412664.4 2333.096 -7200703; -412603.3 2338.233 -7200611
70 56 1; -412603.3 2338.233 -7200611; -412664.4 2333.096 -7200703; -412633.7 2328.898 -7200743; -412547.8 2329.666 -7200692
70 57 1; -412547.8 2329.666 -7200692; -412633.7 2328.898 -7200743; -412604.7 2324.429 -7200783; -412547.8 2329.666 -7200692
70 58 1; -412547.8 2329.666 -7200692; -412604.7 2324.429 -7200783; -412575.7 2319.96 -7200823; -412490.5 2321.016 -7200773
70 59 1; -412490.5 2321.016 -7200773; -412575.7 2319.96 -7200823; -412547.3 2315.763 -7200864; -412490.5 2321.016 -7200773
70 60 1; -412490.5 2321.016 -7200773; -412547.3 2315.763 -7200864; -412518.8 2311.566 -7200905; -412433.1 2313.051 -7200854
70 61 1; -412433.1 2313.051 -7200854; -412518.8 2311.566 -7200905; -412490.4 2308.18 -7200946; -412433.1 2313.051 -7200854
70 62 1; -412433.1 2313.051 -7200854; -412490.4 2308.18 -7200946; -412462.1 2304.794 -7200986; -412376 2306.094 -7200935
